id,label,language
37419,0.0,1.0
98254,0.0,1.0
163154,0.0,0.0
59480,0.0,1.0
176787,1.0,0.0
181497,0.0,1.0
47747,0.0,0.0
120411,1.0,0.0
9873,0.0,1.0
172816,0.0,1.0
4283,0.0,0.0
83318,0.0,1.0
57207,1.0,0.0
49458,0.0,1.0
144791,0.0,1.0
161310,0.0,0.0
105610,0.0,1.0
179875,0.0,0.0
125118,0.0,1.0
127992,1.0,1.0
74744,0.0,1.0
77178,1.0,0.0
111797,0.0,0.0
113015,0.0,1.0
174579,0.0,1.0
94272,1.0,0.0
124571,1.0,1.0
112006,0.0,1.0
55385,1.0,0.0
10344,0.0,0.0
118788,1.0,0.0
135123,1.0,0.0
101591,1.0,1.0
136783,0.0,1.0
137182,0.0,0.0
506,1.0,1.0
108161,1.0,1.0
146073,0.0,1.0
146720,1.0,0.0
56799,0.0,0.0
31145,1.0,1.0
111140,1.0,0.0
62336,0.0,0.0
71560,0.0,1.0
41160,0.0,0.0
134287,1.0,0.0
142629,1.0,1.0
77209,0.0,1.0
152691,0.0,0.0
51697,0.0,1.0
151555,1.0,0.0
181071,1.0,0.0
126230,1.0,0.0
100855,0.0,1.0
30349,1.0,1.0
161479,0.0,0.0
166033,1.0,0.0
8678,0.0,0.0
180940,0.0,1.0
14486,1.0,0.0
67277,0.0,1.0
57977,1.0,0.0
152998,0.0,1.0
27220,0.0,1.0
139769,0.0,1.0
130881,1.0,0.0
23308,1.0,1.0
45984,1.0,0.0
4157,0.0,0.0
63651,0.0,0.0
14144,0.0,0.0
177286,1.0,0.0
146978,0.0,0.0
58518,1.0,1.0
135605,1.0,1.0
179347,1.0,1.0
121228,0.0,0.0
87814,1.0,0.0
82847,0.0,0.0
7427,0.0,0.0
80041,1.0,0.0
20420,0.0,1.0
93244,1.0,1.0
78987,1.0,1.0
87755,0.0,0.0
92180,0.0,0.0
173377,0.0,0.0
137887,0.0,0.0
27953,0.0,0.0
128247,0.0,1.0
1000,1.0,0.0
33616,0.0,1.0
8668,0.0,1.0
162216,1.0,0.0
87310,0.0,1.0
55815,0.0,0.0
20118,1.0,1.0
160427,0.0,1.0
5880,0.0,0.0
108232,1.0,0.0
17341,0.0,1.0
32125,0.0,0.0
70073,1.0,0.0
144203,1.0,1.0
116014,0.0,0.0
153861,0.0,0.0
68065,0.0,0.0
140777,0.0,1.0
43564,0.0,0.0
46344,0.0,0.0
67194,1.0,1.0
155268,0.0,0.0
92263,1.0,0.0
50825,0.0,1.0
51241,0.0,1.0
78942,1.0,0.0
61816,0.0,1.0
169707,0.0,0.0
120298,0.0,0.0
150294,0.0,1.0
141355,1.0,0.0
174453,0.0,1.0
153787,0.0,1.0
180834,0.0,0.0
61998,1.0,0.0
16680,0.0,0.0
48621,0.0,0.0
69130,1.0,1.0
138965,0.0,0.0
28533,0.0,1.0
5353,0.0,1.0
127444,0.0,0.0
54697,0.0,0.0
168313,0.0,1.0
124372,1.0,1.0
64081,0.0,1.0
62872,0.0,1.0
31713,0.0,0.0
73241,0.0,1.0
30244,0.0,1.0
31999,1.0,0.0
180933,0.0,1.0
124042,1.0,0.0
42238,0.0,0.0
96275,0.0,0.0
30886,0.0,0.0
91757,1.0,0.0
1808,0.0,1.0
77434,0.0,1.0
156908,0.0,0.0
27518,0.0,0.0
21342,0.0,1.0
164555,0.0,0.0
158568,0.0,0.0
88258,0.0,0.0
5998,1.0,1.0
130219,0.0,1.0
26831,0.0,1.0
107169,0.0,1.0
80696,0.0,1.0
77362,0.0,0.0
143030,1.0,1.0
39546,1.0,0.0
124976,1.0,0.0
1445,0.0,1.0
152101,0.0,1.0
32634,0.0,1.0
7312,0.0,0.0
106159,1.0,1.0
67843,0.0,0.0
83578,1.0,0.0
143793,1.0,0.0
176928,0.0,0.0
165639,1.0,0.0
38125,0.0,1.0
103088,1.0,1.0
99632,1.0,0.0
59557,1.0,0.0
182076,0.0,1.0
179557,0.0,0.0
120596,0.0,0.0
134586,0.0,0.0
83628,0.0,1.0
41466,0.0,1.0
176514,0.0,1.0
182366,1.0,0.0
38066,1.0,0.0
64977,0.0,1.0
105873,0.0,1.0
140639,0.0,0.0
6745,0.0,1.0
31900,0.0,1.0
71777,0.0,1.0
9314,0.0,1.0
6299,0.0,0.0
54111,1.0,1.0
126813,0.0,1.0
77406,0.0,1.0
34772,1.0,0.0
146754,0.0,0.0
140410,0.0,1.0
10378,0.0,1.0
42539,0.0,1.0
144729,1.0,0.0
37161,0.0,1.0
103823,0.0,1.0
25369,1.0,1.0
102429,0.0,0.0
169675,0.0,0.0
76167,1.0,1.0
142500,0.0,0.0
142825,0.0,1.0
86280,1.0,1.0
37176,0.0,1.0
36107,0.0,0.0
158768,0.0,1.0
48129,0.0,1.0
139973,0.0,0.0
49762,1.0,0.0
51345,0.0,1.0
27139,0.0,1.0
10300,1.0,0.0
64711,1.0,1.0
56452,0.0,0.0
44993,1.0,0.0
147875,0.0,0.0
174756,1.0,0.0
106845,0.0,1.0
160614,1.0,1.0
57673,0.0,1.0
169195,0.0,1.0
109492,0.0,0.0
34892,1.0,0.0
59089,1.0,1.0
93253,0.0,0.0
123325,1.0,0.0
135936,0.0,0.0
169397,1.0,1.0
77533,0.0,0.0
77065,0.0,0.0
136145,0.0,0.0
112142,0.0,0.0
155311,0.0,0.0
91104,0.0,0.0
119287,1.0,0.0
73039,0.0,0.0
147185,0.0,0.0
163925,1.0,1.0
12650,0.0,0.0
98978,0.0,1.0
167802,0.0,1.0
138469,1.0,1.0
32542,0.0,1.0
181877,0.0,0.0
60061,1.0,0.0
59103,1.0,1.0
179209,0.0,0.0
2627,0.0,0.0
53787,1.0,0.0
118098,0.0,1.0
30049,0.0,0.0
42205,0.0,0.0
67864,1.0,0.0
170348,0.0,1.0
74969,0.0,1.0
143898,0.0,0.0
80062,1.0,1.0
96911,0.0,1.0
123598,0.0,1.0
9098,0.0,0.0
84712,0.0,1.0
170913,0.0,1.0
162148,1.0,1.0
161106,0.0,0.0
104404,0.0,0.0
3891,0.0,0.0
81406,1.0,1.0
53876,0.0,1.0
106992,0.0,1.0
27343,0.0,0.0
98589,0.0,1.0
102610,0.0,1.0
75473,0.0,0.0
30393,0.0,1.0
165937,1.0,0.0
116994,0.0,1.0
177445,0.0,1.0
141188,0.0,0.0
78524,0.0,0.0
67000,1.0,0.0
106547,0.0,1.0
70031,1.0,0.0
103074,0.0,0.0
56851,0.0,1.0
8140,0.0,0.0
90241,1.0,1.0
140351,0.0,0.0
52036,1.0,1.0
82830,0.0,0.0
100376,1.0,0.0
36269,1.0,0.0
17019,1.0,0.0
176397,1.0,1.0
42751,0.0,1.0
114025,1.0,0.0
12511,0.0,0.0
144671,0.0,1.0
93004,0.0,1.0
42215,1.0,1.0
86652,1.0,0.0
179439,0.0,0.0
95692,0.0,1.0
118290,0.0,0.0
57018,1.0,0.0
60176,1.0,0.0
129642,0.0,1.0
46323,1.0,0.0
167756,0.0,1.0
103302,0.0,0.0
124044,1.0,1.0
82954,0.0,0.0
152721,1.0,1.0
89938,0.0,0.0
172372,0.0,0.0
49288,0.0,1.0
56275,0.0,1.0
172629,1.0,0.0
168720,0.0,0.0
115687,0.0,1.0
88783,1.0,1.0
88175,0.0,0.0
33340,0.0,1.0
104600,1.0,1.0
67355,1.0,1.0
14436,0.0,0.0
553,0.0,0.0
19990,0.0,1.0
166078,1.0,1.0
105830,0.0,1.0
123807,0.0,1.0
135848,0.0,1.0
46818,0.0,0.0
85137,1.0,1.0
76162,0.0,1.0
5498,0.0,0.0
27459,0.0,1.0
168557,0.0,1.0
105273,0.0,0.0
45206,0.0,0.0
147519,0.0,0.0
74980,0.0,1.0
70758,1.0,0.0
14287,1.0,1.0
149853,1.0,0.0
13413,0.0,0.0
44470,0.0,1.0
146407,1.0,0.0
119555,0.0,0.0
50386,0.0,0.0
154692,0.0,0.0
127256,0.0,0.0
16008,0.0,1.0
84085,0.0,1.0
43391,0.0,0.0
40889,1.0,0.0
25961,0.0,1.0
102600,0.0,0.0
100365,0.0,0.0
156539,0.0,1.0
167248,1.0,1.0
142224,0.0,1.0
153075,0.0,1.0
172040,0.0,1.0
86447,0.0,1.0
133015,0.0,1.0
160675,0.0,0.0
40724,0.0,1.0
123186,0.0,1.0
61135,0.0,1.0
181761,1.0,1.0
159759,0.0,1.0
118867,1.0,0.0
87758,0.0,0.0
11066,0.0,0.0
80887,0.0,0.0
75590,1.0,1.0
21198,0.0,0.0
65073,0.0,0.0
8782,0.0,0.0
6926,0.0,0.0
163760,0.0,1.0
121711,0.0,0.0
101824,0.0,0.0
126344,0.0,1.0
121782,0.0,1.0
28509,0.0,1.0
106028,0.0,1.0
5001,0.0,0.0
93857,0.0,1.0
153673,1.0,1.0
54038,0.0,0.0
177836,0.0,0.0
44553,0.0,1.0
116929,0.0,0.0
87778,0.0,0.0
39474,1.0,0.0
129300,1.0,0.0
20910,0.0,0.0
86492,0.0,1.0
154447,1.0,0.0
22147,0.0,0.0
18458,0.0,0.0
4678,1.0,1.0
133097,0.0,1.0
125068,0.0,0.0
160521,0.0,1.0
56561,1.0,1.0
633,0.0,1.0
37904,0.0,1.0
152836,0.0,0.0
96383,1.0,0.0
95830,0.0,0.0
12738,0.0,1.0
5112,0.0,0.0
90348,0.0,0.0
70413,0.0,0.0
64261,0.0,0.0
18439,0.0,0.0
100268,0.0,1.0
10898,0.0,1.0
168250,0.0,1.0
53292,0.0,0.0
13386,0.0,0.0
38213,1.0,1.0
38829,0.0,0.0
182555,1.0,0.0
132234,0.0,1.0
117690,1.0,0.0
137998,1.0,1.0
108745,0.0,1.0
17344,1.0,0.0
44587,1.0,1.0
46011,0.0,1.0
689,1.0,1.0
17457,0.0,1.0
170666,1.0,1.0
106077,1.0,1.0
128085,0.0,1.0
46570,0.0,0.0
5802,0.0,0.0
145319,0.0,0.0
141815,0.0,0.0
163114,1.0,1.0
61778,0.0,0.0
149129,0.0,0.0
63873,0.0,1.0
170437,0.0,0.0
76450,0.0,0.0
106700,1.0,0.0
87659,1.0,0.0
52763,0.0,1.0
176603,0.0,0.0
7525,1.0,1.0
25368,0.0,0.0
118070,1.0,0.0
53347,0.0,1.0
136711,1.0,1.0
101987,1.0,0.0
14360,1.0,0.0
182239,0.0,1.0
65098,0.0,0.0
35115,1.0,0.0
91135,1.0,1.0
130583,1.0,1.0
54848,0.0,1.0
113877,0.0,0.0
103186,0.0,0.0
123710,1.0,0.0
78368,0.0,0.0
156588,1.0,0.0
105097,1.0,0.0
134239,0.0,0.0
38079,1.0,0.0
136017,0.0,0.0
148242,0.0,1.0
13263,0.0,0.0
96835,1.0,1.0
142834,1.0,0.0
83872,1.0,1.0
179400,0.0,0.0
125974,0.0,1.0
160561,0.0,0.0
46846,0.0,0.0
83375,0.0,0.0
54497,1.0,1.0
121406,0.0,0.0
165708,0.0,0.0
65667,0.0,0.0
49950,0.0,1.0
167934,0.0,1.0
143471,1.0,0.0
1251,0.0,1.0
40701,0.0,0.0
151287,1.0,1.0
173945,1.0,0.0
53123,0.0,0.0
39805,0.0,0.0
76246,1.0,1.0
99758,0.0,0.0
141602,1.0,1.0
164229,0.0,1.0
176244,0.0,0.0
107563,1.0,0.0
45519,0.0,0.0
36195,0.0,0.0
133547,0.0,0.0
168896,0.0,1.0
94083,0.0,1.0
161386,0.0,1.0
72016,1.0,1.0
16593,0.0,0.0
40780,0.0,1.0
79722,0.0,0.0
107484,1.0,0.0
157046,0.0,1.0
31495,0.0,0.0
121694,1.0,1.0
46061,0.0,0.0
5110,0.0,0.0
26876,0.0,0.0
30589,0.0,0.0
130812,0.0,0.0
48253,0.0,0.0
174687,1.0,0.0
139841,1.0,0.0
167044,0.0,1.0
17237,1.0,0.0
22026,0.0,1.0
127260,0.0,0.0
154971,0.0,1.0
45599,1.0,0.0
24661,0.0,1.0
75223,0.0,0.0
17628,1.0,1.0
47547,1.0,1.0
148744,1.0,0.0
118020,0.0,1.0
14169,1.0,1.0
88355,1.0,0.0
833,1.0,0.0
22828,0.0,0.0
137552,0.0,0.0
103170,0.0,1.0
141445,0.0,1.0
64801,0.0,0.0
13957,0.0,1.0
108921,0.0,0.0
160293,0.0,0.0
93617,0.0,1.0
117323,0.0,0.0
47170,0.0,1.0
170868,0.0,1.0
140502,0.0,0.0
79359,0.0,1.0
181157,1.0,0.0
17058,0.0,1.0
3525,0.0,0.0
147879,0.0,1.0
165975,0.0,1.0
22631,1.0,1.0
109628,0.0,0.0
21131,1.0,0.0
112912,0.0,1.0
127658,0.0,0.0
75351,1.0,0.0
129403,0.0,1.0
167991,1.0,1.0
161447,0.0,1.0
6850,0.0,0.0
137966,0.0,1.0
81019,1.0,1.0
28235,0.0,1.0
29232,0.0,0.0
55477,0.0,1.0
37873,0.0,0.0
46071,0.0,1.0
32506,0.0,0.0
11584,0.0,0.0
69483,0.0,1.0
114313,0.0,0.0
154826,0.0,0.0
177166,0.0,0.0
121963,0.0,1.0
20879,0.0,1.0
100503,0.0,0.0
110798,0.0,1.0
61030,1.0,0.0
65646,0.0,1.0
115903,0.0,1.0
72121,0.0,0.0
134249,0.0,1.0
122148,0.0,0.0
169809,0.0,0.0
44595,1.0,1.0
67534,1.0,0.0
5198,0.0,0.0
155179,0.0,0.0
99265,0.0,1.0
20304,1.0,1.0
82898,0.0,1.0
169914,0.0,0.0
20588,1.0,0.0
17095,0.0,1.0
86405,0.0,1.0
54837,0.0,0.0
160982,0.0,1.0
179960,0.0,0.0
182347,0.0,0.0
96022,1.0,1.0
72387,0.0,1.0
98927,0.0,1.0
162883,0.0,0.0
78832,1.0,1.0
49916,1.0,0.0
57446,0.0,0.0
86851,0.0,0.0
16756,0.0,0.0
24840,0.0,0.0
160735,0.0,1.0
173833,1.0,1.0
65513,0.0,0.0
156569,1.0,0.0
113590,1.0,1.0
142110,0.0,1.0
150894,0.0,1.0
6504,0.0,0.0
133341,0.0,1.0
4479,1.0,1.0
80668,0.0,1.0
33330,0.0,1.0
60898,1.0,0.0
96794,1.0,1.0
53935,0.0,0.0
90242,0.0,1.0
83616,0.0,1.0
87420,0.0,1.0
135073,1.0,1.0
135687,0.0,1.0
140316,1.0,0.0
124228,0.0,1.0
4928,0.0,1.0
98445,1.0,0.0
43109,0.0,0.0
77830,1.0,0.0
82209,0.0,0.0
139431,1.0,1.0
159617,1.0,0.0
132716,1.0,1.0
161608,0.0,0.0
44013,1.0,0.0
168117,1.0,0.0
68350,1.0,1.0
74990,0.0,1.0
172870,0.0,0.0
114781,0.0,1.0
178895,0.0,0.0
106357,0.0,0.0
138361,0.0,1.0
66243,0.0,1.0
156096,0.0,0.0
63939,0.0,0.0
74685,1.0,0.0
156951,1.0,1.0
59170,1.0,1.0
158962,0.0,1.0
136598,0.0,1.0
40694,1.0,0.0
95586,0.0,1.0
131672,0.0,0.0
54184,0.0,0.0
164911,0.0,1.0
100312,0.0,0.0
114503,1.0,0.0
116161,1.0,0.0
22636,0.0,1.0
110373,1.0,1.0
160024,1.0,1.0
92216,0.0,1.0
46078,0.0,1.0
7776,0.0,0.0
67309,0.0,0.0
130304,0.0,0.0
180368,0.0,1.0
10137,1.0,0.0
135782,1.0,0.0
19657,0.0,0.0
15349,1.0,0.0
40438,0.0,0.0
63328,0.0,1.0
171435,0.0,1.0
91631,0.0,1.0
91153,0.0,1.0
117779,0.0,1.0
155678,1.0,1.0
157590,0.0,0.0
76501,0.0,0.0
99981,0.0,1.0
152576,1.0,0.0
73399,1.0,0.0
79587,0.0,0.0
48760,0.0,1.0
181605,0.0,0.0
65650,1.0,0.0
17935,0.0,1.0
125423,0.0,1.0
178086,0.0,1.0
44876,0.0,1.0
54866,1.0,0.0
83661,1.0,1.0
7114,0.0,1.0
35136,1.0,1.0
177298,1.0,1.0
21688,0.0,0.0
67748,1.0,1.0
151452,0.0,1.0
89423,0.0,0.0
29372,0.0,0.0
154098,1.0,1.0
29202,1.0,0.0
134267,0.0,1.0
169941,0.0,0.0
134196,1.0,0.0
130902,0.0,0.0
21969,0.0,1.0
125104,0.0,0.0
27080,0.0,1.0
72316,0.0,1.0
75874,0.0,0.0
27194,0.0,1.0
164027,0.0,1.0
140755,0.0,1.0
168628,0.0,1.0
19824,0.0,0.0
162178,0.0,0.0
18741,0.0,0.0
78033,0.0,1.0
162966,1.0,0.0
76556,1.0,1.0
152665,0.0,0.0
3487,0.0,1.0
144564,1.0,0.0
41019,0.0,0.0
53620,1.0,0.0
157995,0.0,0.0
82410,1.0,1.0
116829,1.0,0.0
161972,0.0,0.0
141599,1.0,1.0
151120,0.0,0.0
17479,0.0,1.0
48588,1.0,0.0
145850,0.0,0.0
107303,0.0,1.0
145069,1.0,0.0
92389,0.0,0.0
138802,0.0,0.0
74707,1.0,0.0
8775,0.0,0.0
97800,0.0,1.0
175259,0.0,0.0
159358,0.0,0.0
115044,0.0,1.0
49081,0.0,1.0
71349,0.0,0.0
57299,0.0,0.0
141680,0.0,1.0
2634,1.0,0.0
59834,1.0,0.0
19552,0.0,1.0
32650,1.0,1.0
15748,0.0,0.0
117867,1.0,1.0
75496,0.0,0.0
113225,1.0,1.0
95581,0.0,1.0
43471,0.0,0.0
5887,0.0,1.0
60714,1.0,1.0
28056,1.0,0.0
16081,1.0,0.0
115363,0.0,1.0
11574,0.0,1.0
49413,0.0,0.0
55039,1.0,0.0
19516,0.0,0.0
101935,0.0,0.0
54936,1.0,1.0
2814,0.0,0.0
14007,1.0,0.0
48905,0.0,1.0
169871,0.0,1.0
163985,1.0,0.0
48132,1.0,0.0
50794,0.0,0.0
58809,1.0,0.0
47175,1.0,0.0
155014,0.0,0.0
94415,1.0,0.0
77963,1.0,1.0
78202,1.0,1.0
117975,1.0,0.0
173760,0.0,0.0
32674,0.0,0.0
160154,0.0,0.0
45850,1.0,1.0
98610,0.0,0.0
58874,0.0,0.0
31070,0.0,1.0
121514,0.0,1.0
36464,0.0,0.0
81125,0.0,0.0
83013,1.0,1.0
76200,0.0,0.0
150719,1.0,0.0
36768,1.0,1.0
161703,1.0,0.0
13215,1.0,0.0
30504,1.0,0.0
103707,0.0,1.0
135835,0.0,0.0
110255,0.0,0.0
98996,1.0,1.0
15784,0.0,1.0
70677,0.0,0.0
28734,1.0,0.0
89215,0.0,0.0
164480,0.0,0.0
108918,0.0,1.0
170027,0.0,0.0
130688,1.0,1.0
167928,1.0,0.0
31108,1.0,0.0
84744,1.0,1.0
46921,1.0,0.0
136743,0.0,0.0
88587,0.0,0.0
168155,0.0,1.0
134126,0.0,0.0
65661,1.0,0.0
140334,0.0,1.0
80160,0.0,0.0
104092,1.0,0.0
97400,0.0,0.0
135808,0.0,0.0
71727,1.0,1.0
7832,0.0,0.0
156053,1.0,1.0
46331,0.0,0.0
112259,0.0,0.0
180530,1.0,0.0
45787,0.0,1.0
107380,0.0,1.0
61327,0.0,0.0
36014,0.0,1.0
11812,1.0,1.0
62510,1.0,1.0
14961,0.0,1.0
134842,0.0,1.0
140688,0.0,0.0
109973,1.0,0.0
8284,1.0,0.0
82503,0.0,1.0
151521,1.0,1.0
163357,0.0,1.0
52725,0.0,1.0
142188,0.0,1.0
143167,0.0,1.0
83747,0.0,1.0
73036,0.0,1.0
24655,0.0,0.0
107909,0.0,1.0
91208,1.0,0.0
42948,0.0,1.0
113950,0.0,0.0
77162,1.0,1.0
131209,0.0,1.0
126562,0.0,0.0
57719,1.0,1.0
105510,1.0,0.0
115161,0.0,0.0
20319,1.0,0.0
25165,0.0,1.0
50788,0.0,1.0
164552,0.0,0.0
156939,1.0,0.0
181839,0.0,0.0
47763,1.0,1.0
112653,0.0,1.0
63200,1.0,0.0
35602,0.0,0.0
48591,0.0,1.0
103600,0.0,0.0
122709,0.0,1.0
171230,1.0,1.0
44147,0.0,1.0
150448,0.0,0.0
83252,0.0,1.0
33707,0.0,0.0
54215,1.0,0.0
91944,1.0,1.0
34221,0.0,1.0
53598,0.0,1.0
95430,0.0,0.0
66863,0.0,0.0
143126,0.0,1.0
143479,1.0,0.0
131275,0.0,0.0
172086,0.0,0.0
96549,0.0,1.0
37288,0.0,1.0
117811,1.0,0.0
107165,0.0,1.0
16140,0.0,0.0
157372,0.0,1.0
64660,0.0,0.0
55186,1.0,0.0
9122,1.0,0.0
99671,0.0,0.0
50149,0.0,0.0
78985,1.0,1.0
85018,0.0,0.0
44169,0.0,1.0
12697,0.0,1.0
43710,0.0,1.0
151140,1.0,0.0
10156,0.0,0.0
10308,0.0,0.0
168808,0.0,0.0
116387,0.0,0.0
84442,0.0,0.0
175017,0.0,0.0
31867,1.0,0.0
59897,1.0,0.0
172994,0.0,1.0
127124,0.0,0.0
32998,0.0,0.0
153219,0.0,1.0
134634,0.0,1.0
160789,0.0,0.0
74079,1.0,0.0
89707,0.0,0.0
66480,0.0,1.0
173874,1.0,0.0
119036,0.0,1.0
122199,0.0,0.0
13316,0.0,1.0
40351,0.0,1.0
166604,0.0,1.0
83460,0.0,1.0
71947,1.0,1.0
19157,1.0,0.0
83969,0.0,0.0
81748,1.0,0.0
133524,0.0,1.0
52410,1.0,0.0
5515,1.0,0.0
133867,1.0,0.0
154033,0.0,1.0
11038,0.0,1.0
18084,0.0,0.0
109253,1.0,1.0
139311,0.0,1.0
123698,0.0,0.0
37936,0.0,0.0
151167,1.0,0.0
79416,0.0,1.0
